slug,title,author,isbn,price,inventory,genre,format,description,image_url
"50-shades-of-bullsh-t-1945260793","50 Shades Of Bullsh*t","Adult Coloring Books (Author), Swear Word Coloring Book (Author), Adult Colouring Books (Author) & 0 more","1945260793","1.99","50","Crafts, Hobbies & Home","Hardcover","50 Shades Of Bullsh*t is a highly reviewed Amazon bestselling crafts, hobbies & home title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/21lKej5zQCL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"50-shades-of-bullsh-t-dark-edition-swear-word-coloring-book-2376190029","50 Shades Of Bullsh*t: Dark Edition: Swear Word Coloring Book","Alex Fleming","2376190029","5.99","50","Crafts, Hobbies & Home","Hardcover","50 Shades Of Bullsh*t: Dark Edition: Swear Word Coloring Book is a highly reviewed Amazon bestselling crafts, hobbies & home title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51wB7WC4y6L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"junie-b-jones-s-first-boxed-set-ever-books-1-4-9780375813610","Junie B. Jones's First Boxed Set Ever! (Books 1-4)","Barbara Park","9780375813610","14.01","50","Growing Up & Facts of Life","Kindle","Junie B. Jones's First Boxed Set Ever! (Books 1-4) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51zODjikJoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dog-man-a-tale-of-two-kitties-a-graphic-novel-dog-man-3-from-the-creator-of-captain-underpants-3-1338741055","Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the Creator of Captain Underpants (3)","Dav Pilkey","1338741055","9.08","50","Comics & Graphic Novels","Paperback","Dog Man: A Tale of Two Kitties: A Graphic Novel (Dog Man #3): From the Creator of Captain Underpants (3) is a highly reviewed Amazon bestselling comics & graphic novels title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/516EFQLZ1lL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"how-the-grinch-stole-christmas-classic-seuss-0394800796","How the Grinch Stole Christmas! (Classic Seuss)","Dr. Seuss","0394800796","9.90","50","Poetry","Paperback","How the Grinch Stole Christmas! (Classic Seuss) is a highly reviewed Amazon bestselling poetry title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/511KgC5-DLL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"school-zone-big-first-grade-workbook-320-pages-ages-6-to-7-1st-grade-beginning-reading-phonics-spelling-basic-math-word-problems-time-money-and-more-school-zone-big-workbook-series-088743147x","School Zone - Big First Grade Workbook - 320 Pages, Ages 6 to 7, 1st Grade, Beginning Reading, Phonics, Spelling, Basic Math, Word Problems, Time, Money, and More (School Zone Big Workbook Series)","School Zone","088743147X","5.53","50","Growing Up & Facts of Life","Spiral-bound","School Zone - Big First Grade Workbook - 320 Pages, Ages 6 to 7, 1st Grade, Beginning Reading, Phonics, Spelling, Basic Math, Word Problems, Time, Money, and More (School Zone Big Workbook Series) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51MhYSR3fJL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-eye-of-the-world-book-one-of-the-wheel-of-time-wheel-of-time-1-1250832365","The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1)","Robert Jordan","1250832365","8.24","50","Action & Adventure","Hardcover","The Eye of the World: Book One of The Wheel of Time (Wheel of Time, 1) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51vYL46df+L._SY344_BO1,204,203,200_.jpg"
"defending-jacob-a-novel-0345533666","Defending Jacob: A Novel","William Landay","0345533666","12.78","50","Mystery, Thriller & Suspense","Hardcover","Defending Jacob: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51kW8Whh7xL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dungeons-dragons-essentials-kit-d-d-boxed-set-0786966831","Dungeons & Dragons Essentials Kit (D&D Boxed Set)","Wizards RPG Team","0786966831","15.49","50","Action & Adventure","Hardcover","Dungeons & Dragons Essentials Kit (D&D Boxed Set) is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51MopR7HpUL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-wish-1538728621","The Wish","Nicholas Sparks","1538728621","14.00","50","Genre Fiction","Paperback","The Wish is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51wfzg618CL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"never-binge-again-tm-reprogram-yourself-to-think-like-a-permanently-thin-person-stop-overeating-and-binge-eating-and-stick-to-the-food-plan-of-your-choice-151516294x","Never Binge Again(tm): Reprogram Yourself to Think Like a Permanently Thin Person. Stop Overeating and Binge Eating and Stick to the Food Plan of Your Choice!","Glenn Livingston Ph.D.","151516294X","14.95","50","Health, Fitness & Dieting","Kindle","Never Binge Again(tm): Reprogram Yourself to Think Like a Permanently Thin Person. Stop Overeating and Binge Eating and Stick to the Food Plan of Your Choice! is a highly reviewed Amazon bestselling health, fitness & dieting title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51TEWEJJSNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-girl-with-the-dragon-tattoo-millennium-series-0307949486","The Girl with the Dragon Tattoo (Millennium Series)","Stieg Larsson","0307949486","9.70","50","Mystery, Thriller & Suspense","Hardcover","The Girl with the Dragon Tattoo (Millennium Series) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51AA0MWoCIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"100-amazing-patterns-an-adult-coloring-book-with-fun-easy-and-relaxing-coloring-pages-1079520015","100 Amazing Patterns: An Adult Coloring Book with Fun, Easy, and Relaxing Coloring Pages","Jade Summer","1079520015","9.99","50","Arts & Photography","Hardcover","100 Amazing Patterns: An Adult Coloring Book with Fun, Easy, and Relaxing Coloring Pages is a highly reviewed Amazon bestselling arts & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51igWO8bzrL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"dog-man-lord-of-the-fleas-from-the-creator-of-captain-underpants-dog-man-5-0545935172","Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5)","Dav Pilkey","0545935172","5.96","50","Comics & Graphic Novels","Paperback","Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5) is a highly reviewed Amazon bestselling comics & graphic novels title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51W8Y9yhx3L._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"dog-man-lord-of-the-fleas-a-graphic-novel-dog-man-5-from-the-creator-of-captain-underpants-5-1338741071","Dog Man: Lord of the Fleas: A Graphic Novel (Dog Man #5): From the Creator of Captain Underpants (5)","Dav Pilkey","1338741071","9.00","50","Animals","Paperback","Dog Man: Lord of the Fleas: A Graphic Novel (Dog Man #5): From the Creator of Captain Underpants (5) is a highly reviewed Amazon bestselling animals title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51KiqruB27L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dog-man-5-lord-of-the-fleas-pb-1407192167","Dog Man 5: Lord of the Fleas PB","Dav Pilkey","1407192167","14.57","50","Animals","Hardcover","Dog Man 5: Lord of the Fleas PB is a highly reviewed Amazon bestselling animals title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51zQ6DxattL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"station-eleven-0385353308","Station Eleven","Emily St. John Mandel","0385353308","24.95","50","Science Fiction & Fantasy","Paperback","Station Eleven is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51btHvH7AxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"elon-musk-tesla-spacex-and-the-quest-for-a-fantastic-future-9780062301239","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future","Ashlee Vance","9780062301239","16.99","50","Engineering & Transportation","Paperback","Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future is a highly reviewed Amazon bestselling engineering & transportation title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51kWCi08LOL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"one-second-after-a-john-matherson-novel-1-0765356864","One Second After (A John Matherson Novel, 1)","William R. Forstchen","0765356864","8.99","50","Mystery, Thriller & Suspense","Hardcover","One Second After (A John Matherson Novel, 1) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41SAa0equxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-choice-embrace-the-possible-1501130781","The Choice: Embrace the Possible","Dr. Edith Eva Eger","1501130781","22.83","50","History","Paperback","The Choice: Embrace the Possible is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41OYPmbG8eL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-guernsey-literary-and-potato-peel-pie-society-a-novel-1741751683","The Guernsey Literary and Potato Peel Pie Society: A Novel","Mary Ann ShafferAnnie Barrows","1741751683","18.95","50","Genre Fiction","Paperback","The Guernsey Literary and Potato Peel Pie Society: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51YOkLTmvZL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-guernsey-literary-and-potato-peel-pie-society-9780385341004","The Guernsey Literary and Potato Peel Pie Society","Mary Ann ShafferAnnie Barrows","9780385341004","10.10","50","Genre Fiction","Hardcover","The Guernsey Literary and Potato Peel Pie Society is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51zSWUuPdTL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-tower-of-nero-trials-of-apollo-the-book-five-trials-of-apollo-5-1484746457","The Tower of Nero (Trials of Apollo, The Book Five) (Trials of Apollo, 5)","Rick Riordan","1484746457","13.12","50","Fairy Tales, Folk Tales & Myths","Paperback","The Tower of Nero (Trials of Apollo, The Book Five) (Trials of Apollo, 5) is a highly reviewed Amazon bestselling fairy tales, folk tales & myths title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51tN101qBUL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-good-sister-a-novel-1250120950","The Good Sister: A Novel","Sally Hepworth","1250120950","16.79","50","Genre Fiction","Paperback","The Good Sister: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51zMKWZCRfS._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"dog-man-and-cat-kid-from-the-creator-of-captain-underpants-dog-man-4-0545935180","Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4)","Dav Pilkey","0545935180","5.96","50","Comics & Graphic Novels","Paperback","Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4) is a highly reviewed Amazon bestselling comics & graphic novels title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51f3jJepQcL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"dog-man-and-cat-kid-a-graphic-novel-dog-man-4-from-the-creator-of-captain-underpants-4-1338741063","Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants (4)","Dav Pilkey","1338741063","9.00","50","Comics & Graphic Novels","Paperback","Dog Man and Cat Kid: A Graphic Novel (Dog Man #4): From the Creator of Captain Underpants (4) is a highly reviewed Amazon bestselling comics & graphic novels title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51jZ9j+nhTL._SY344_BO1,204,203,200_.jpg"
"fly-away-1250031818","Fly Away","Kristin Hannah","1250031818","10.67","50","Genre Fiction","Hardcover","Fly Away is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/419noSwj+YL._SY344_BO1,204,203,200_.jpg"
"how-to-stop-worrying-and-start-living-0671035975","How to Stop Worrying and Start Living","Dale Carnegie","0671035975","9.99","50","Self-Help","Hardcover","How to Stop Worrying and Start Living is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/515v6W+kbaL._SY344_BO1,204,203,200_.jpg"
"the-rooster-bar-a-novel-1101967706","The Rooster Bar: A Novel","John Grisham","1101967706","7.35","50","Mystery, Thriller & Suspense","Hardcover","The Rooster Bar: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51tS0Sgq9iL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"celebrate-your-body-and-its-changes-too-the-ultimate-puberty-book-for-girls-celebrate-you-1-9781641521666","Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls (Celebrate You, 1)","Sonya Renee TaylorBianca I. Laureano","9781641521666","8.18","50","Growing Up & Facts of Life","Spiral-bound","Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls (Celebrate You, 1) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51yNeVPnrwL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"twas-the-nightshift-before-christmas-1529018587","Twas The Nightshift Before Christmas","Adam Kay","1529018587","15.72","50","Biographies & Memoirs","Kindle","Twas The Nightshift Before Christmas is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51CA-sydmVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-new-jim-crow-mass-incarceration-in-the-age-of-colorblindness-1595586431","The New Jim Crow: Mass Incarceration in the Age of Colorblindness","Michelle Alexander","1595586431","17.17","50","Politics & Social Sciences","Hardcover","The New Jim Crow: Mass Incarceration in the Age of Colorblindness is a highly reviewed Amazon bestselling politics & social sciences title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/510+VWiyU7L._SY344_BO1,204,203,200_.jpg"
"the-new-jim-crow-mass-incarceration-in-the-age-of-colorblindness-10th-anniversary-edition-1620971933","The New Jim Crow: Mass Incarceration in the Age of Colorblindness - 10th Anniversary Edition","Michelle Alexander","1620971933","14.99","50","Politics & Social Sciences","Hardcover","The New Jim Crow: Mass Incarceration in the Age of Colorblindness - 10th Anniversary Edition is a highly reviewed Amazon bestselling politics & social sciences title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51nZ5MqeM8L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-getaway-diary-of-a-wimpy-kid-book-12-1419741985","The Getaway (Diary of a Wimpy Kid Book 12)","Jeff Kinney","1419741985","8.08","50","Growing Up & Facts of Life","Paperback","The Getaway (Diary of a Wimpy Kid Book 12) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51rK1qn2VDL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"layla-1542000173","Layla","Colleen Hoover","1542000173","9.99","50","Genre Fiction","Kindle","Layla is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51K0NbxS8yL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"school-zone-numbers-0-25-flash-cards-ages-4-to-6-preschool-kindergarten-math-addition-subtraction-numerical-order-counting-and-more-1589474783","School Zone - Numbers 0-25 Flash Cards - Ages 4 to 6, Preschool, Kindergarten, Math, Addition, Subtraction, Numerical Order, Counting, and More","School Zone (Author), Joan Hoffman","1589474783","2.67","50","Activities, Crafts & Games","Hardcover","School Zone - Numbers 0-25 Flash Cards - Ages 4 to 6, Preschool, Kindergarten, Math, Addition, Subtraction, Numerical Order, Counting, and More is a highly reviewed Amazon bestselling activities, crafts & games title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/416BITJFonL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"lilac-girls-a-novel-woolsey-ferriday-1101883081","Lilac Girls: A Novel (Woolsey-Ferriday)","Martha Hall Kelly","1101883081","10.05","50","Genre Fiction","Hardcover","Lilac Girls: A Novel (Woolsey-Ferriday) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Pu8MYHY1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-beach-house-south-carolina-sunsets-1696781868","The Beach House (South Carolina Sunsets)","Rachel Hanna","1696781868","11.99","50","Genre Fiction","Kindle","The Beach House (South Carolina Sunsets) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41cDUhoyuGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"kindergarten-math-workbook-kindergarten-and-1st-grade-workbook-age-5-7-homeschool-kindergarteners-addition-and-subtraction-activities-worksheets-1948209934","Kindergarten Math Workbook: Kindergarten and 1st Grade Workbook Age 5-7 | Homeschool Kindergarteners | Addition and Subtraction Activities + Worksheets","Modern Kid Press","1948209934","6.99","50","Education & Reference","Spiral-bound","Kindergarten Math Workbook: Kindergarten and 1st Grade Workbook Age 5-7 | Homeschool Kindergarteners | Addition and Subtraction Activities + Worksheets is a highly reviewed Amazon bestselling education & reference title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51X+lMgbLzS._SX258_BO1,204,203,200_.jpg"
"chanel-collections-and-creations-9780500513606","Chanel: Collections and Creations","Daniele Bott","9780500513606","24.00","50","Arts & Photography","Hardcover","Chanel: Collections and Creations is a highly reviewed Amazon bestselling arts & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/311C7Xb-2FL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-beginner-s-guide-to-the-stock-market-everything-you-need-to-start-making-money-today-1099617200","A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today","Matthew R. Kratter","1099617200","6.99","50","Business & Money","Kindle","A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today is a highly reviewed Amazon bestselling business & money title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41p3DgJblrL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-letter-9781472229953","The Letter","Kathryn Hughes","9781472229953","12.49","50","Genre Fiction","Kindle","The Letter is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51vyu4WUmcS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"homo-deus-a-brief-history-of-tomorrow-0062464310","Homo Deus: A Brief History of Tomorrow","Yuval Noah Harari","0062464310","33.49","50","History","Paperback","Homo Deus: A Brief History of Tomorrow is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41MJoxwmKfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"homo-deus-a-brief-history-of-tomorrow-1784703931","Homo Deus: A Brief History of Tomorrow","HARARI YUVAL NOAH","1784703931","16.51","50","Science & Math","Hardcover","Homo Deus: A Brief History of Tomorrow is a highly reviewed Amazon bestselling science & math title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41x9l0H2UGL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"finding-freedom-harry-and-meghan-and-the-making-of-a-modern-royal-family-0063046105","Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family","Omid ScobieCarolyn Durand","0063046105","16.62","50","Biographies & Memoirs","Paperback","Finding Freedom: Harry and Meghan and the Making of a Modern Royal Family is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41EOuDhySsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"finding-freedom-harry-and-meghan-0063046113","Finding Freedom: Harry and Meghan","Omid ScobieCarolyn Durand","0063046113","11.19","50","Biographies & Memoirs","Hardcover","Finding Freedom: Harry and Meghan is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41XlJlEmxhS._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"dare-to-lead-brave-work-tough-conversations-whole-hearts-8925598914","Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.","Brené Brown","8925598914","10.39","50","Business & Money","Paperback","Dare to Lead: Brave Work. Tough Conversations. Whole Hearts. is a highly reviewed Amazon bestselling business & money title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41lYV4tdGkL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"dare-to-lead-brave-work-tough-conversations-whole-hearts-1785042149","Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.","B. Brown","1785042149","16.00","50","Business & Money","Hardcover","Dare to Lead: Brave Work. Tough Conversations. Whole Hearts. is a highly reviewed Amazon bestselling business & money title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41SKDmSnTrL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"i-ll-be-gone-in-the-dark-one-woman-s-obsessive-search-for-the-golden-state-killer-0062319787","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer","Michelle McNamara","0062319787","23.46","50","Biographies & Memoirs","Paperback","I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51mqAQYYSTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"after-1-the-after-series-1476792488","After (1) (The After Series)","Anna Todd","1476792488","9.34","50","Genre Fiction","Kindle","After (1) (The After Series) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41qkYhJRBBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"home-body-1449486800","Home Body","Rupi Kaur","1449486800","7.48","50","Poetry","Hardcover","Home Body is a highly reviewed Amazon bestselling poetry title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/411td83IBxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"every-breath-1538728540","Every Breath","Nicholas Sparks","1538728540","9.13","50","Genre Fiction","Hardcover","Every Breath is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51oStH9O-iL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"create-this-book-2-0692168729","Create This Book 2","Moriah Elizabeth","0692168729","13.99","50","Self-Help","Hardcover","Create This Book 2 is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41BK7CN858L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-christmas-carol-the-original-manuscript-edition-0393608646","A Christmas Carol: The Original Manuscript Edition","Charles Dickens","0393608646","10.99","50","History & Criticism","Paperback","A Christmas Carol: The Original Manuscript Edition is a highly reviewed Amazon bestselling history & criticism title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51sejpWy6XL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-christmas-carol-dover-thrift-editions-0486268659","A Christmas Carol (Dover Thrift Editions)","Charles Dickens","0486268659","2.99","50","Christian Books & Bibles","Hardcover","A Christmas Carol (Dover Thrift Editions) is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51BRa8cjReL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"a-christmas-carol-bantam-classics-9780553212440","A Christmas Carol (Bantam Classics)","Charles Dickens","9780553212440","3.95","50","Christian Books & Bibles","Hardcover","A Christmas Carol (Bantam Classics) is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51RNP4No-5L._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"a-christmas-carol-calla-editions-1606601210","A Christmas Carol (Calla Editions)","Charles Dickens","1606601210","18.61","50","World Literature","Paperback","A Christmas Carol (Calla Editions) is a highly reviewed Amazon bestselling world literature title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41uRx4O974L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-christmas-carol-1712674218","A Christmas Carol","Charles Dickens","1712674218","6.95","50","Genre Fiction","Hardcover","A Christmas Carol is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51jCR3YAK0L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-christmas-carol-chiltern-classic-1912714701","A Christmas Carol (Chiltern Classic)","Charles Dickens","1912714701","18.39","50","Genre Fiction","Paperback","A Christmas Carol (Chiltern Classic) is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51+fQsf9+LL._SY344_BO1,204,203,200_.jpg"
"a-christmas-carol-with-original-illustrations-in-full-color-1936830884","A Christmas Carol: With Original Illustrations In Full Color","Charles Dickens","1936830884","14.99","50","Christian Books & Bibles","Paperback","A Christmas Carol: With Original Illustrations In Full Color is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51WOkjs7DjL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"life-of-pi-9780156027328","Life of Pi","Yann Martel","9780156027328","8.99","50","Genre Fiction","Hardcover","Life of Pi is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51rxEvLljUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-complete-mediterranean-cookbook-gift-edition-500-vibrant-kitchen-tested-recipes-for-living-and-eating-well-every-day-1948703947","The Complete Mediterranean Cookbook Gift Edition: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day","America's Test Kitchen","1948703947","26.10","50","Cookbooks, Food & Wine","Paperback","The Complete Mediterranean Cookbook Gift Edition: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day is a highly reviewed Amazon bestselling cookbooks, food & wine title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51RHYgFlkeL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-complete-mediterranean-cookbook-500-vibrant-kitchen-tested-recipes-for-living-and-eating-well-every-day-the-complete-atk-cookbook-series-1940352649","The Complete Mediterranean Cookbook: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day (The Complete ATK Cookbook Series)","America's Test Kitchen","1940352649","14.63","50","Cookbooks, Food & Wine","Hardcover","The Complete Mediterranean Cookbook: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day (The Complete ATK Cookbook Series) is a highly reviewed Amazon bestselling cookbooks, food & wine title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61KArZmlymL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"empire-of-storms-throne-of-glass-5-1619636093","Empire of Storms (Throne of Glass, 5)","Sarah J. Maas","1619636093","10.79","50","Teen & Young Adult","Hardcover","Empire of Storms (Throne of Glass, 5) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Zz9W2HG3L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-office-a-day-at-dunder-mifflin-elementary-0316428388","The Office: A Day at Dunder Mifflin Elementary","Robb PearlmanMelanie Demmer","0316428388","11.51","50","Growing Up & Facts of Life","Kindle","The Office: A Day at Dunder Mifflin Elementary is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51tlHFn8rwL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
