slug,title,author,isbn,price,inventory,genre,format,description,image_url
"prayer-journal-for-women-52-week-scripture-devotional-guided-prayer-journal-1950968332","Prayer Journal for Women: 52 Week Scripture, Devotional, & Guided Prayer Journal","Shannon Roberts","1950968332","21.78","50","Christian Books & Bibles","Paperback","Prayer Journal for Women: 52 Week Scripture, Devotional, & Guided Prayer Journal is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61kuqFZeFOL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-deep-end-diary-of-a-wimpy-kid-book-15-1419748688","The Deep End (Diary of a Wimpy Kid Book 15)","Jeff Kinney","1419748688","7.38","50","Literature & Fiction","Paperback","The Deep End (Diary of a Wimpy Kid Book 15) is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51w7+vxmHhL._SY344_BO1,204,203,200_.jpg"
"caste-oprah-s-book-club-the-origins-of-our-discontents-0593230256","Caste (Oprah's Book Club): The Origins of Our Discontents","Isabel Wilkerson","0593230256","14.79","50","History","Paperback","Caste (Oprah's Book Club): The Origins of Our Discontents is a highly reviewed Amazon bestselling history title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51f42uWcUWL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"anxious-people-a-novel-1501160834","Anxious People: A Novel","Fredrik Backman","1501160834","13.23","50","Genre Fiction","Paperback","Anxious People: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51fpjLKElKL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"before-we-were-yours-a-novel-0425284700","Before We Were Yours: A Novel","Lisa Wingate","0425284700","11.30","50","Genre Fiction","Hardcover","Before We Were Yours: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51OEnLDrqaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"brown-bear-brown-bear-what-do-you-see-0805017445","Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr. (Author), Eric Carle","0805017445","7.69","50","Early Learning","Paperback","Brown Bear, Brown Bear, What Do You See? is a highly reviewed Amazon bestselling early learning title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51uJSuGllVL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"brown-bear-brown-bear-what-do-you-see-my-first-reader-0805092447","Brown Bear, Brown Bear, What Do You See? My First Reader","Bill Martin Jr. (Author), Eric Carle","0805092447","4.99","50","Literature & Fiction","Paperback","Brown Bear, Brown Bear, What Do You See? My First Reader is a highly reviewed Amazon bestselling literature & fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51vHqhsoq2L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-court-of-thorns-and-roses-collector-s-edition-1547604174","A Court of Thorns and Roses Collector's Edition","Sarah J. Maas","1547604174","31.50","50","Teen & Young Adult","Paperback","A Court of Thorns and Roses Collector's Edition is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51MTSrs6zsL._SX218_BO1,204,203,200_QL40_ML2_.jpg"
"a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1-1635575559","A Court of Thorns and Roses (A Court of Thorns and Roses, 1)","Sarah J. Maas","1635575559","19.59","50","Science Fiction & Fantasy","Paperback","A Court of Thorns and Roses (A Court of Thorns and Roses, 1) is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51iQXM7SfoL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"a-court-of-thorns-and-roses-1635575567","A Court of Thorns and Roses","Sarah J. Maas","1635575567","10.80","50","Science Fiction & Fantasy","Hardcover","A Court of Thorns and Roses is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51RlqfADKXL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-cursed-child-parts-1-2-special-rehearsal-edition-script-1338099132","Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script","J.K. RowlingJack ThorneJohn Tiffany","1338099132","9.98","50","Science Fiction & Fantasy","Paperback","Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/518VhA3dH9L._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"harry-potter-and-the-cursed-child-parts-one-and-two-the-official-playscript-of-the-original-west-end-production-the-official-script-book-of-the-original-west-end-production-133821666x","Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production: The Official Script Book of the Original West End Production","J. K. RowlingJack ThorneJohn Tiffany","133821666X","7.98","50","Arts, Music & Photography","Hardcover","Harry Potter and the Cursed Child, Parts One and Two: The Official Playscript of the Original West End Production: The Official Script Book of the Original West End Production is a highly reviewed Amazon bestselling arts, music & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51yWqfmEZxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"arthur-a-levine-books-harry-potter-and-the-cursed-child-parts-one-and-two-the-official-play-script-of-the-original-west-end-production-the-official-script-book-of-the-original-west-end-production-1338216678","Arthur A. Levine Books Harry Potter and the Cursed Child, Parts One and Two: The Official Play script of the Original West End Production: The Official Script Book of the Original West End Production","J. K. RowlingJack ThorneJohn Tiffany","1338216678","23.99","50","Arts, Music & Photography","Paperback","Arthur A. Levine Books Harry Potter and the Cursed Child, Parts One and Two: The Official Play script of the Original West End Production: The Official Script Book of the Original West End Production is a highly reviewed Amazon bestselling arts, music & photography title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51o0NEWDUwL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"west-with-giraffes-a-novel-154202174x","West with Giraffes: A Novel","Lynda Rutledge","154202174X","17.99","50","Genre Fiction","Paperback","West with Giraffes: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51w2wci7fZS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"law-of-innocence-a-lincoln-lawyer-novel-6-0316485624","Law of Innocence (A Lincoln Lawyer Novel, 6)","Michael Connelly","0316485624","14.19","50","Mystery, Thriller & Suspense","Paperback","Law of Innocence (A Lincoln Lawyer Novel, 6) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51BPUznHQhL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-law-of-innocence-a-lincoln-lawyer-novel-6-1538752530","The Law of Innocence (A Lincoln Lawyer Novel, 6)","Michael Connelly","1538752530","8.99","50","Mystery, Thriller & Suspense","Hardcover","The Law of Innocence (A Lincoln Lawyer Novel, 6) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/512d4vCyROL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"tarcherperigee-burn-after-writing-0399175210","Tarcherperigee Burn After Writing","Sharon Jones","0399175210","6.99","50","Reference","Spiral-bound","Tarcherperigee Burn After Writing is a highly reviewed Amazon bestselling reference title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/416dtTBzbDS._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"grey-fifty-shades-of-grey-as-told-by-christian-fifty-shades-of-grey-series-4-9781101946343","Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)","E L James","9781101946343","11.83","50","Women's Fiction","Library Binding","Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4) is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41U+Zic+f4L._SY344_BO1,204,203,200_.jpg"
"my-first-library-boxset-of-10-board-books-for-kids-9789387779266","My First Library : Boxset of 10 Board Books for Kids","Wonder House Books","9789387779266","17.99","50","Education & Reference","Hardcover","My First Library : Boxset of 10 Board Books for Kids is a highly reviewed Amazon bestselling education & reference title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51bR0PX1y9L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-power-of-now-a-guide-to-spiritual-enlightenment-1577311523","The Power of Now: A Guide to Spiritual Enlightenment","Eckhart Tolle","1577311523","16.92","50","Self-Help","Paperback","The Power of Now: A Guide to Spiritual Enlightenment is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/417gMudYniL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-prisoner-of-azkaban-3-0439136350","Harry Potter and the Prisoner of Azkaban (3)","J.K. Rowling","0439136350","13.97","50","Growing Up & Facts of Life","Paperback","Harry Potter and the Prisoner of Azkaban (3) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51-rbiAIiRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-prisoner-of-azkaban-book-3-0807282324","Harry Potter and the Prisoner of Azkaban (Book 3)","J.K. Rowling","0807282324","42.69","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Prisoner of Azkaban (Book 3) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/61S4FlFumEL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"wacky-waving-inflatable-tube-guy-rp-minis-0762462876","Wacky Waving Inflatable Tube Guy (RP Minis)","Conor Riordan (Author), Gemma Correll","0762462876","6.79","50","Humor & Entertainment","Hardcover","Wacky Waving Inflatable Tube Guy (RP Minis) is a highly reviewed Amazon bestselling humor & entertainment title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41u-Wr-UpIL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"oh-the-places-you-ll-go-9780679805274","Oh, the Places You'll Go!","Dr. Seuss","9780679805274","8.98","50","Classics","Paperback","Oh, the Places You'll Go! is a highly reviewed Amazon bestselling classics title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51x8pmqjY0L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-woman-in-the-window-a-novel-0062678426","The Woman in the Window: A Novel","A. J Finn","0062678426","7.98","50","Mystery, Thriller & Suspense","Hardcover","The Woman in the Window: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Q0ZA4gmBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-48-laws-of-power-0140280197","The 48 Laws of Power","Robert Greene","0140280197","14.70","50","Politics & Social Sciences","Hardcover","The 48 Laws of Power is a highly reviewed Amazon bestselling politics & social sciences title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41KY-NORo9L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"48-laws-of-power-robert-and-joost-elffers-greene-lined-hardcover-8-5-x-11-110-pages-1804220256","48 Laws of Power Robert and Joost Elffers Greene: Lined Hardcover 8.5 x 11 110 Pages","Robert Greene","1804220256","18.79","50","Politics & Social Sciences","Paperback","48 Laws of Power Robert and Joost Elffers Greene: Lined Hardcover 8.5 x 11 110 Pages is a highly reviewed Amazon bestselling politics & social sciences title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/21p0OoYImGL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"mockingjay-the-hunger-games-9780439023511","Mockingjay (The Hunger Games)","Suzanne Collins","9780439023511","8.74","50","Teen & Young Adult","Paperback","Mockingjay (The Hunger Games) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/413KDccNayL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"mockingjay-hunger-games-0545663261","Mockingjay (Hunger Games)","Suzanne Collins","0545663261","8.69","50","Teen & Young Adult","Hardcover","Mockingjay (Hunger Games) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/414rRyIJsDL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-chamber-of-secrets-9780439064866","Harry Potter and the Chamber of Secrets","J.K. Rowling","9780439064866","11.94","50","Growing Up & Facts of Life","Paperback","Harry Potter and the Chamber of Secrets is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51OihdkhSBL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-chamber-of-secrets-2-0439064872","Harry Potter and the Chamber of Secrets (2)","J. K. Rowling","0439064872","6.98","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Chamber of Secrets (2) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51mFoFmu0EL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-return-1538728575","The Return","Nicholas Sparks","1538728575","10.36","50","Genre Fiction","Paperback","The Return is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51cktIuHkWL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"normal-people-a-novel-1984822187","Normal People: A Novel","Sally Rooney","1984822187","9.33","50","Genre Fiction","Hardcover","Normal People: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51X9x0J5JRL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"i-am-watching-you-9781542046596","I Am Watching You","Teresa Driscoll","9781542046596","7.29","50","Mystery, Thriller & Suspense","Kindle","I Am Watching You is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41XiLV9qPWL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"rage-198213173x","Rage","Bob Woodward","198213173X","10.38","50","Biographies & Memoirs","Paperback","Rage is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41oPBg75BfL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"ready-player-two-a-novel-1524761338","Ready Player Two: A Novel","Ernest Cline","1524761338","13.18","50","Action & Adventure","Paperback","Ready Player Two: A Novel is a highly reviewed Amazon bestselling action & adventure title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41-p5bsEBUL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption-9781400064168","Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","9781400064168","13.92","50","Biographies & Memoirs","Paperback","Unbroken: A World War II Story of Survival, Resilience, and Redemption is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51Moh2cRHcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"bridgerton-tv-tie-in-bridgertons-book-1-0063078902","Bridgerton [TV Tie-in] (Bridgertons Book 1)","Julia Quinn","0063078902","11.54","50","Women's Fiction","Hardcover","Bridgerton [TV Tie-in] (Bridgertons Book 1) is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/513yHCCzv5L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-duke-and-i-the-bridgertons-book-1-0062353594","The Duke and I: The (Bridgertons Book 1)","Julia Quinn","0062353594","4.99","50","Women's Fiction","Hardcover","The Duke and I: The (Bridgertons Book 1) is a highly reviewed Amazon bestselling women's fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51EmwLRVG8L._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"this-is-going-to-hurt-secret-diaries-of-a-medical-resident-0316426725","This Is Going to Hurt: Secret Diaries of a Medical Resident","Adam Kay","0316426725","24.99","50","Biographies & Memoirs","Paperback","This Is Going to Hurt: Secret Diaries of a Medical Resident is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41aks8+kqAL._SY344_BO1,204,203,200_.jpg"
"this-is-going-to-hurt-secret-diaries-of-a-junior-doctor-1509858636","This is Going to Hurt: Secret Diaries of a Junior Doctor","Adam Kay","1509858636","15.96","50","Medical Books","Hardcover","This is Going to Hurt: Secret Diaries of a Junior Doctor is a highly reviewed Amazon bestselling medical books title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51-zR18ekcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"we-were-liars-9780385741262","We Were Liars","E. Lockhart","9780385741262","12.20","50","Teen & Young Adult","Paperback","We Were Liars is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51M1xoZqIpL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"first-100-words-a-padded-board-book-0312510780","First 100 Words: A Padded Board Book","Roger Priddy","0312510780","4.78","50","Education & Reference","Hardcover","First 100 Words: A Padded Board Book is a highly reviewed Amazon bestselling education & reference title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51hWLxMSH5L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-order-of-the-phoenix-book-5-9780439358064","Harry Potter and the Order of the Phoenix (Book 5)","J. K. Rowling","9780439358064","13.69","50","Growing Up & Facts of Life","Paperback","Harry Potter and the Order of the Phoenix (Book 5) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51lFAzVQUxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-order-of-the-phoenix-5-0439358078","Harry Potter and the Order of the Phoenix (5)","J. K. Rowling","0439358078","6.98","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Order of the Phoenix (5) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51b7R-IiOTL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-order-of-the-phoenix-book-5-0807220299","Harry Potter and the Order of the Phoenix (Book 5)","J.K. Rowling","0807220299","49.83","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Order of the Phoenix (Book 5) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51mIn6jlDHL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"sycamore-row-the-jake-brigance-0345543246","Sycamore Row (The Jake Brigance)","John Grisham","0345543246","7.49","50","Mystery, Thriller & Suspense","Hardcover","Sycamore Row (The Jake Brigance) is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41Y7imaU4oL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-goblet-of-fire-4-0439139597","Harry Potter and the Goblet of Fire (4)","J.K. Rowling","0439139597","14.36","50","Growing Up & Facts of Life","Paperback","Harry Potter and the Goblet of Fire (4) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51gy+g8Z+1L._SY344_BO1,204,203,200_.jpg"
"harry-potter-and-the-goblet-of-fire-4-0439139600","Harry Potter and the Goblet of Fire (4)","J. K. Rowling","0439139600","6.92","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Goblet of Fire (4) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51OORp1XD1L._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-goblet-of-fire-book-4-0807282596","Harry Potter and the Goblet of Fire (Book 4)","J.K. Rowling","0807282596","52.60","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Goblet of Fire (Book 4) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51rwzf9iytL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg"
"you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life-9780762447695","You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","9780762447695","8.45","50","Self-Help","Hardcover","You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life is a highly reviewed Amazon bestselling self-help title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41PiJXFyg-L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-song-of-achilles-0062060619","The Song of Achilles","Madeline Miller","0062060619","25.19","50","Genre Fiction","Paperback","The Song of Achilles is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51IvdNGl8rL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-song-of-achilles-a-novel-0062060627","The Song of Achilles: A Novel","Madeline Miller","0062060627","10.35","50","Genre Fiction","Hardcover","The Song of Achilles: A Novel is a highly reviewed Amazon bestselling genre fiction title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/514aE49swxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-book-thief-0375842209","The Book Thief","Markus Zusak","0375842209","6.99","50","Growing Up & Facts of Life","Hardcover","The Book Thief is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51C8Tg0TCaL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"the-book-thief-anniversary-edition-1101934182","The Book Thief (Anniversary Edition)","Markus Zusak","1101934182","14.49","50","Teen & Young Adult","Paperback","The Book Thief (Anniversary Edition) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/31xJsTF0SIL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"a-court-of-mist-and-fury-a-court-of-thorns-and-roses-1635575583","A Court of Mist and Fury (A Court of Thorns and Roses)","Sarah J. Maas","1635575583","14.25","50","Science Fiction & Fantasy","Hardcover","A Court of Mist and Fury (A Court of Thorns and Roses) is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51uyrF1JUVL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"jesus-calling-deluxe-edition-teal-cover-enjoying-peace-in-his-presence-0529100770","Jesus Calling - Deluxe Edition Teal Cover: Enjoying Peace in His Presence","Sarah Young","0529100770","9.39","50","Christian Books & Bibles","Paperback","Jesus Calling - Deluxe Edition Teal Cover: Enjoying Peace in His Presence is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41Uzd5RubCL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"jesus-calling-large-text-teal-leathersoft-with-full-scriptures-enjoying-peace-in-his-presence-071808554x","Jesus Calling, Large Text Teal Leathersoft, with full Scriptures: Enjoying Peace in His Presence","Sarah Young","071808554X","17.53","50","Christian Books & Bibles","Paperback","Jesus Calling, Large Text Teal Leathersoft, with full Scriptures: Enjoying Peace in His Presence is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41NJhzs8nbL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"jesus-calling-enjoying-peace-in-his-presence-1400320119","Jesus Calling: Enjoying Peace in His Presence","Sarah Young","1400320119","13.15","50","Christian Books & Bibles","Paperback","Jesus Calling: Enjoying Peace in His Presence is a highly reviewed Amazon bestselling christian books & bibles title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41302MNRq+L._SY344_BO1,204,203,200_.jpg"
"jesus-calling-teen-cover-with-scripture-references-enjoy-peace-in-his-presence-9781400321681","Jesus Calling, Teen Cover, with Scripture references: Enjoy Peace in His Presence","Sarah Young","9781400321681","9.99","50","Teen & Young Adult","Paperback","Jesus Calling, Teen Cover, with Scripture references: Enjoy Peace in His Presence is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51wdi7JOLYL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"jesus-calling-enjoying-peace-in-his-presence-with-scripture-references-1591451884","Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young","1591451884","7.53","50","Religion & Spirituality","Paperback","Jesus Calling: Enjoying Peace in His Presence (with Scripture References) is a highly reviewed Amazon bestselling religion & spirituality title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41M8m7X7SsL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"disloyal-a-memoir-the-true-story-of-the-former-personal-attorney-to-president-donald-j-trump-1510764690","Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump","Michael Cohen","1510764690","15.95","50","Biographies & Memoirs","Kindle","Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump is a highly reviewed Amazon bestselling biographies & memoirs title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/41o2MuknOUL._SY291_BO1,204,203,200_QL40_ML2_.jpg"
"the-guardians-a-novel-0385544189","The Guardians: A Novel","John Grisham","0385544189","13.74","50","Mystery, Thriller & Suspense","Paperback","The Guardians: A Novel is a highly reviewed Amazon bestselling mystery, thriller & suspense title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/518n8X9DFcL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"harry-potter-and-the-deathly-hallows-book-7-0545139708","Harry Potter and the Deathly Hallows (Book 7)","J. K. Rowling","0545139708","9.98","50","Growing Up & Facts of Life","Hardcover","Harry Potter and the Deathly Hallows (Book 7) is a highly reviewed Amazon bestselling growing up & facts of life title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51jyI6lYi1L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"10-day-green-smoothie-cleanse-9781501100109","10-Day Green Smoothie Cleanse","JJ Smith","9781501100109","9.91","50","Health, Fitness & Dieting","Spiral-bound","10-Day Green Smoothie Cleanse is a highly reviewed Amazon bestselling health, fitness & dieting title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/416vbX-LgqL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
"from-blood-and-ash-blood-and-ash-series-1952457009","From Blood and Ash (Blood And Ash Series)","Jennifer L. Armentrout","1952457009","18.99","50","Science Fiction & Fantasy","Hardcover","From Blood and Ash (Blood And Ash Series) is a highly reviewed Amazon bestselling science fiction & fantasy title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/517Tf2zA+QL._SY344_BO1,204,203,200_.jpg"
"divergent-9780062024022","Divergent","Veronica Roth","9780062024022","10.81","50","Teen & Young Adult","Paperback","Divergent is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51dGX+odxcL._SY344_BO1,204,203,200_.jpg"
"divergent-10th-anniversary-edition-divergent-series-1-0063040514","Divergent 10th Anniversary Edition (Divergent Series, 1)","Veronica Roth","0063040514","8.39","50","Teen & Young Adult","Hardcover","Divergent 10th Anniversary Edition (Divergent Series, 1) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51vf+Zd6qxL._SY344_BO1,204,203,200_.jpg"
"divergent-divergent-series-1-0062387243","Divergent (Divergent Series, 1)","Veronica Roth","0062387243","8.46","50","Teen & Young Adult","Hardcover","Divergent (Divergent Series, 1) is a highly reviewed Amazon bestselling teen & young adult title included in this import set.","https://images-na.ssl-images-amazon.com/images/I/51YIcGCYtxL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg"
